id,ll_uuid,owner_info_id,parcel_summary_id,building_info_id,debug_logging_id,extra_features_id,sales_id,sketches_id,tax_collector_id,valuation_id
1,4cc9eda6-883c-4f38-9a07-b44900a64b16,2,2,2,2,2,2,2,2,2
